AUG	bowern_bardi2012v2.pdf.txt	10747	349	NEG 2AUG-IRR-AUG-be.frightened-FUT=1MIN.IO 1MIN
AUG	bowern_bardi2012v2.pdf.txt	12987	402	NEG 2AUG-IRR-AUG-be.frightened-FUT=1M.IO 1MIN
FUT	bowern_bardi2012v2.pdf.txt	2393	111	(2.8) a. Garrma ngankalarri. Garrma nga-n-k-al-a=rri later 1-TR-FUT-see-FUT=2M.DO
FUT	bowern_bardi2012v2.pdf.txt	4427	179	a. oo-ngg-oorr-andoor-a 3-FUT-AUG-wade.across-FUT ‘He/she will wade across.’
FUT	bowern_bardi2012v2.pdf.txt	5416	214	2-FUT-TR-collect-FUT vegetable.food along.the.edge
FUT	bowern_bardi2012v2.pdf.txt	8216	282	come.out 3.FUT-FUT-AUG-come this-LAT.
FUT	bowern_bardi2012v2.pdf.txt	9411	317	1+2-TR-FUT-climb-FUT top-ALL
FUT	bowern_bardi2012v2.pdf.txt	9993	330	one-INS go 1-FUT-TR-do-FUT today
FUT	bowern_bardi2012v2.pdf.txt	10497	342	this look.around 1-TR-FUT-look-FUT another-LOC tree
FUT	bowern_bardi2012v2.pdf.txt	10696	347	Ngay-bi nga-ngg-ard-a joo biilamb nga-yard-a. 1MIN-FOC 1-FUT-drown-FUT 2MIN also=THUS 2IMP-drown-FUT
FUT	bowern_bardi2012v2.pdf.txt	11185	360	climb 2-TR-FUT-climb-FUT
FUT	bowern_bardi2012v2.pdf.txt	11418	364	(7.67) Baanigarr darr oonkara? Baanigarr darr oo-n-k-ar-a? when come 3-TR-FUT-spear-FUT
FUT	bowern_bardi2012v2.pdf.txt	11692	369	2MIN=2M.POSS turtle 1-TR-FUT-spear-FUT
FUT	bowern_bardi2012v2.pdf.txt	15953	472	(11.8) oonkowa oo-n-k-o-wa 3-TR-FUT-poke-FUT
FUT	bowern_bardi2012v2.pdf.txt	15993	474	there=JUST 1-FUT-AUG-REFL-see-REFL-FUT A.
FUT	bowern_bardi2012v2.pdf.txt	15997	474	(11.12) a. Alig nganjij, daag ngankiya. Alig nga-n-j-ij, daag nga-n-k-i-ya. feel.bad 1-TR-do-PFV sleep 1-TR-FUT-do-FUT
FUT	bowern_bardi2012v2.pdf.txt	16009	474	once go 1-TR-FUT-do-FUT today
FUT	bowern_bardi2012v2.pdf.txt	16038	475	turtle 1-FUT-AUG-TR-cook-FUT earth.oven-LOC throat-LOC.
FUT	bowern_bardi2012v2.pdf.txt	16076	476	Anggaba nga-n-k-angarrg-a goolboo-ngan who 1-TR-FUT-ask-FUT money-ALL
FUT	bowern_bardi2012v2.pdf.txt	16078	476	oo-n-koo-moolb-a=ngay, biil=amb 3-TR-FUT-lend-FUT=1M.DO again=THUS
FUT	bowern_bardi2012v2.pdf.txt	16084	476	1-TR-FUT-(give)-FUT return.
FUT	bowern_bardi2012v2.pdf.txt	16088	476	b. Anjangarrga videotapengan oonkoomoolbangay! A-n-jangarrg-a videotape-ngan 2.IMP-TR-ask-FUT video.tape-ALL oo-n-koo-moolb-a=ngay! 3-TR-FUT-lend-FUT=1M.DO
FUT	bowern_bardi2012v2.pdf.txt	16115	477	NEG=??=IF arrive 1-IRR-pierce-FUT 1-FUT-die-FUT
FUT	bowern_bardi2012v2.pdf.txt	16143	477	(11.21) Naalaloon nganggalanda. Naalal-oon nga-ngg-alanda. shelter-LOC 1-FUT-sit.down-FUT
FUT	bowern_bardi2012v2.pdf.txt	16156	478	spell 1-FUT-AUG-TR-put-FUT
FUT	bowern_bardi2012v2.pdf.txt	16846	496	1MIN ﬁrst 3-FUT-AUG-TR-take-FUT 1MIN 2MIN=THEN
FUT	bowern_bardi2012v2.pdf.txt	16884	496	1MIN in.front 3-FUT-AUG-TR-take-FUT=1M.DO
FUT	bowern_bardi2012v2.pdf.txt	18124	534	“Bilamb a-ngg-oorr-oo-moogar-a biil ara no˙orroo, AGAIN-LINK 1-FUT-AUG-TR-make-FUT again other ﬁre a-ngg-oorr-ooloorroo-nginj no˙orroo.” 1-FUT-AUG-TR-kindle-APPL ﬁre.
FUT	bowern_bardi2012v2.pdf.txt	18910	558	3MIN.FUT-spear-FUT water
FUT	bowern_bardi2012v2.pdf.txt	18922	558	3MIN.FUT-put-FUT water
FUT	bowern_bardi2012v2.pdf.txt	19109	565	Nga-ya nga-n-ka-m-a wiira. 1M-back 1-FUT-TR-put-FUT little.while
FUT	bowern_bardi2012v2.pdf.txt	19270	570	Nga-ya nga-n-ka-m-a wiira. 1MIN-back 1-FUT-TR-put-FUT little.while
FUT	bowern_bardi2012v2.pdf.txt	19298	570	3A-ear 1-TR-catch-REC.PST off 2-TR-FUT-carry-FUT
FUT	bowern_bardi2012v2.pdf.txt	19343	571	3M.POSS-spirit 2.FUT-TR-put-FUT=3MIN.IO COMPLETE
FUT	bowern_bardi2012v2.pdf.txt	19363	571	3M.POSSR-taste 1-TR-FUT-catch-FUT 2M.POSS tucker.
FUT	bowern_bardi2012v2.pdf.txt	20152	606	3.FUT-FUT-pierce-FUT
FUT	bowern_bardi2012v2.pdf.txt	20624	619	a. Ngankinbinba garrma. Nga-n-k-inbinb-a garrma. 1-TR-FUT-think-FUT later
FUT	bowern_bardi2012v2.pdf.txt	20636	619	1MIN ﬁrst 3-FUT-AUG-TR-take-FUT 1MIN
FUT	bowern_bardi2012v2.pdf.txt	21078	627	Ninga roowil nga-n-k-iny-a. NINGA walk 1-TR-FUT-catch-FUT
FUT	bowern_bardi2012v2.pdf.txt	22392	661	Nganyji ngay nga-n-k-iid-a Broome-ngan? NGANYJI 1MIN 1-TR-FUT-go-FUT Broome-ALL
FUT	bowern_bardi2012v2.pdf.txt	22406	661	hopefully come 3-TR-FUT-pierce-FUT future
FUT	bowern_bardi2012v2.pdf.txt	22856	672	cast.spell 1-FUT-AUG-put-FUT
FUT	bowern_bardi2012v2.pdf.txt	22882	673	a. Jorrdorron jirrmoob oonkiya arra banban goolirri. Jorrdorron jirrmoo=b oo-n-k-iy-a arra banban each.time sing=REL 3-FUT-do-FUT NEG rapidly goo-li-rri. 2-IRR-AUG-do
FUT	bowern_bardi2012v2.pdf.txt	23006	678	later return 2.FUT-TR-do/say-FUT afternoon time-REL
FUT	bowern_bardi2012v2.pdf.txt	23012	678	2.FUT-TRsee-FUT=1min.IO here
FUT	bowern_bardi2012v2.pdf.txt	23893	696	INTERROG 1-TR-FUT-eat-FUT blue-tongue.lizard 3M.POSS
FUT	bowern_bardi2012v2.pdf.txt	24205	703	1MIN=INTERROG 1-FUT-go-FUT B.-ALL
FUT	bowern_bardi2012v2.pdf.txt	24243	704	1MIN mother’s.mother 1-TR-FUT-abandon-FUT=1M.IO
FUT	bowern_bardi2012v2.pdf.txt	24615	712	Nganyji barni mi-n-joo-gal=jin aamba mayi INTERROG tell 2-TR-do/say=3M.IO man food oo-n-k-a? 3-TR-FUT-bring-FUT
FUT	bowern_bardi2012v2.pdf.txt	24884	719	later return 2.FUT-TR-do/say-FUT afternoon time-REL
FUT	bowern_bardi2012v2.pdf.txt	24890	719	2.FUT-TR-see-FUT=1min.IO here-THUS 1-FUT-be-CONT
FUT	bowern_bardi2012v2.pdf.txt	25085	724	Anggaba nga-n-k-angarrg-a goolboo-ngan who 1-TR-FUT-ask-FUT money-ALL
FUT	bowern_bardi2012v2.pdf.txt	25089	724	3-TR-FUT-lend-FUT=1M.DO again=THUS
FUT	bowern_bardi2012v2.pdf.txt	25095	724	1-TR-FUT-(give)-FUT return.
FUT	bowern_bardi2012v2.pdf.txt	25099	724	b. Anjangarrga videotapengan oonkoomoolbangay! A-n-jangarrg-a videotape-ngan 2.IMP-TR-ask-FUT video.tape-ALL oo-n-koo-moolb-a=ngay! 3-TR-FUT-lend-FUT=1M.DO
FUT	bowern_bardi2012v2.pdf.txt	27101	764	3M.IRR-FUT-AUG-live-FUT people
FUT	bowern_bardi2012v2.pdf.txt	27679	772	PST-TR-FUT.TR-pierce-FUT=2A.IO later
GER	bowern_bardi2012v2.pdf.txt	11713	370	GER-eat-GER-ALL
GER	bowern_bardi2012v2.pdf.txt	17088	502	GER-eat-GER-ALL
GER	bowern_bardi2012v2.pdf.txt	23175	682	people GER-give-GER 3MIN ﬁsh return
INF	bowern_bardi2012v2.pdf.txt	7001	256	paper-ALL INF-poke-INF
INS	bowern_bardi2012v2.pdf.txt	12549	391	3-TR-PST-spear-REM.PST=THEN spear-INS-spear-INS. Then
IRR	bowern_bardi2012v2.pdf.txt	15237	454	NEG 3.FUT/IRR-IRR-AUG-eat=3A.DO this ﬁsh
IRR	bowern_bardi2012v2.pdf.txt	20735	621	still=REL NEG spirit 3.IRR-IRR-put-CONT-REM.PST still
IRR	bowern_bardi2012v2.pdf.txt	21052	627	3.IRR-IRR-see-REM.PST
IRR	bowern_bardi2012v2.pdf.txt	25789	744	3M.IRR-IRR-hear-REM.PST G.-ERG
IRR	bowern_bardi2012v2.pdf.txt	25982	748	NEG 3M.IRR-IRR-AUG-catch-REM.PST without.speaking 3M-PST-die
IRR	bowern_bardi2012v2.pdf.txt	26024	749	3M.IRR-IRR-catch-REM.PST NEG 3M.IRR-IRR-spear-REM.PST
IRR	bowern_bardi2012v2.pdf.txt	26024	749	3M.IRR-IRR-catch-REM.PST NEG 3M.IRR-IRR-spear-REM.PST
IRR	bowern_bardi2012v2.pdf.txt	26207	752	NEG 3M.IRR-IRR-AUG-rise-REM.PST still dry
IRR	bowern_bardi2012v2.pdf.txt	26217	752	NEG 3M.IRR-IRR-AUG-rise-REM.PST salt.water
IRR	bowern_bardi2012v2.pdf.txt	26620	758	young.man-ERG man NEG 3M.IRR-IRR-AUG-eat-CONT 3MIN
IRR	bowern_bardi2012v2.pdf.txt	26657	759	here place NEG 2A-IRR-AUG-TR-IRR-2M hole 2m.poss=REL
PST	bowern_bardi2012v2.pdf.txt	2412	112	others still 1-PST-AUG-live-CONT-REM.PST B. only and
PST	bowern_bardi2012v2.pdf.txt	4064	165	‘They put theirs there.’ (OR: they put THEM there, in which case jirrirr is a single morpheme) b. "i-na-N-­ka-na=­cin 3-TR-PST-carry-REM.PST=3M.IO ‘He/she carried it for him/her.’
PST	bowern_bardi2012v2.pdf.txt	4429	180	b. Daab i-ng-irr-a-na climb 3-PST-AUG-TR-[carry]-PST ‘They climbed up.’
PST	bowern_bardi2012v2.pdf.txt	4584	186	i-ng-irr-inya-n 3-PST-AUG-catch-REM.PST
PST	bowern_bardi2012v2.pdf.txt	4598	186	3-PST-AUG-pierce-REM.PST
PST	bowern_bardi2012v2.pdf.txt	4631	187	The contours can stretch over quite long items with no pauses, and cover several syntactic units with little to no evidence of peaks and valleys. This is illustrated in Figure 3.19. The sudden apparent drops in the pitch track in Figure 3.19 (for example on the second word, aalga ‘day’) are errors in the pitch trace, due to the pitch trace algorithm halving or doubling the period of F0. This is a common error. The speaker (Nancy Isaac) has a great deal of vocal fry which may be interfering with the F0 extraction. The gaps in the pitch trace are due either to silence or to the absence of voicing, where F0 is undeﬁned. Two glosses in Figure 3.19 were omitted due to the inﬂexibility of Praat’s TextGrid spacing which led to them spilling onto adjacent annotations. They are i-ng-arr-a-na ‘bring’, which is 3-PST-AUG-bringREM.PST, and i-ny-jiidi-na-na=marra=b ‘go’, which is properly 3-PST-goCONT-REM.PST=SEMBL=REL.
PST	bowern_bardi2012v2.pdf.txt	4631	187	The contours can stretch over quite long items with no pauses, and cover several syntactic units with little to no evidence of peaks and valleys. This is illustrated in Figure 3.19. The sudden apparent drops in the pitch track in Figure 3.19 (for example on the second word, aalga ‘day’) are errors in the pitch trace, due to the pitch trace algorithm halving or doubling the period of F0. This is a common error. The speaker (Nancy Isaac) has a great deal of vocal fry which may be interfering with the F0 extraction. The gaps in the pitch trace are due either to silence or to the absence of voicing, where F0 is undeﬁned. Two glosses in Figure 3.19 were omitted due to the inﬂexibility of Praat’s TextGrid spacing which led to them spilling onto adjacent annotations. They are i-ng-arr-a-na ‘bring’, which is 3-PST-AUG-bringREM.PST, and i-ny-jiidi-na-na=marra=b ‘go’, which is properly 3-PST-goCONT-REM.PST=SEMBL=REL.
PST	bowern_bardi2012v2.pdf.txt	4715	188	still=thus3-PST-sit-REM.PST sea-LOC 3-PST-go-CONT-REM.PST in.all.directions
PST	bowern_bardi2012v2.pdf.txt	4715	188	still=thus3-PST-sit-REM.PST sea-LOC 3-PST-go-CONT-REM.PST in.all.directions
PST	bowern_bardi2012v2.pdf.txt	4721	188	pull-REDUP 3-TR-PST-bring-CONT-REM.PST
PST	bowern_bardi2012v2.pdf.txt	4788	189	3-PST-AUG-fear-CONT-REM.PST=3M.IO
PST	bowern_bardi2012v2.pdf.txt	4820	190	3-PST-AUG-TR-catch-REC.PST
PST	bowern_bardi2012v2.pdf.txt	4824	190	3-PST-AUG-TR-cook-REC.PST
PST	bowern_bardi2012v2.pdf.txt	4895	191	come 3-PST-AUG-pierce-REM.PST
PST	bowern_bardi2012v2.pdf.txt	5238	204	white.people-GROUP-ERG return 3-PST-AUG-do/say-REM.PST
PST	bowern_bardi2012v2.pdf.txt	5576	221	away 3-PST-AUG-pick.up-CONT-REM.PST black people
PST	bowern_bardi2012v2.pdf.txt	5674	222	3-PST-AUG-break-REM.PST=3MIN.IO=3A.DO raft
PST	bowern_bardi2012v2.pdf.txt	5702	223	3-PST-call.out-REM.PST=3A.IO others
PST	bowern_bardi2012v2.pdf.txt	5722	223	this man 3-TR-PST-visit-CONT-REM.PST=3A.DO
PST	bowern_bardi2012v2.pdf.txt	5876	228	this man 3-TR-PST-carry-REM.PST away
PST	bowern_bardi2012v2.pdf.txt	5886	228	3-PST-look.for-CONT-REM.PST=3M.IO
PST	bowern_bardi2012v2.pdf.txt	5925	230	Arinyj-on aamba i-ng-orr-orrgorrgorndi-n gooyarr-injoona-nim one-LOC man 3-PST-AUG-tie.up-PST two-INJOON-ERG jo˙ orroo. snake
PST	bowern_bardi2012v2.pdf.txt	5943	230	3-TR-PST-carry-PST club some.way ﬁsh-ALL GER-hit-CONT
PST	bowern_bardi2012v2.pdf.txt	5959	230	3-PST-AUG-kill-PST=3A.DO 3AUG
PST	bowern_bardi2012v2.pdf.txt	5988	231	3-PST-AUG-become-PST boongana-INJOON boonganina-TOG
PST	bowern_bardi2012v2.pdf.txt	6039	232	ﬁshing.line 1-TR-PST-throw-REC.PST ﬁsh-ALL
PST	bowern_bardi2012v2.pdf.txt	6060	233	3-PST-AUGbe-CONT-PST snake-PAIR plenty
PST	bowern_bardi2012v2.pdf.txt	6086	233	3-TR-PST-hit-PST=3A.IO one-INS spear
PST	bowern_bardi2012v2.pdf.txt	6097	233	Arinyj-on aamba i-ng-orr-orrgorrgorndi-n gooyarr-injoona-nim one-LOC man 3-PST-AUG-tie.up-PST two-INJOON-ERG jo˙ orroo. snake
PST	bowern_bardi2012v2.pdf.txt	6275	240	a. Aambanim aarli inamboona. [Aamba-nim] aarli i-na-m-boo-na. man-ERG ﬁsh 3-TR-PST-poke-REM.PST
PST	bowern_bardi2012v2.pdf.txt	6285	240	man ﬁsh 3-TR-PST-poke-REM.PST
PST	bowern_bardi2012v2.pdf.txt	6297	240	man 3-TR-PST-poke-REM.PST
PST	bowern_bardi2012v2.pdf.txt	6311	240	clean’im 3-PST-put-REM.PST-3A.DO this
PST	bowern_bardi2012v2.pdf.txt	6321	240	3-PST-clean-CONT-REM.PST=3MIO, this
PST	bowern_bardi2012v2.pdf.txt	6327	240	3-PST-give-CONT.REM.PST J.
PST	bowern_bardi2012v2.pdf.txt	6369	243	(5.45) Aambanim aarli inamboona. Aamba-nim aarli i-na-m-boo-na. man-ERG ﬁsh-ABS 3-TR-PST-spear-REM.PST
PST	bowern_bardi2012v2.pdf.txt	6402	244	3-PST-enter-CONT-REM.PST reef.hole
PST	bowern_bardi2012v2.pdf.txt	6408	244	3-TR-PST-poke-CONT-REM.PST barb-ERG
PST	bowern_bardi2012v2.pdf.txt	6418	244	(5.48) Iindoonim ingilirrmigaljard. Iindoo-nim ingilirrmigal=jard. curlew-ERG 3-PST-call.out-REC.PST=1A.IO
PST	bowern_bardi2012v2.pdf.txt	6449	245	come 3-PST-AUG-spear-CONT-REM.PST
PST	bowern_bardi2012v2.pdf.txt	6457	245	man sleep 3-PST-AUG-do/say-REM.PST place
PST	bowern_bardi2012v2.pdf.txt	6463	245	3-PST-give-CONT-REM.PST=LOC=3A.IO this
PST	bowern_bardi2012v2.pdf.txt	6467	245	3-PST-AUG-put-REM.PST-REL-INDF-3A.DO
PST	bowern_bardi2012v2.pdf.txt	6473	245	A-lamank-a goorr boonyj ambooriny. Gala goorr-moonggoon 2-listen-FUT 2AUG all people. well 2AUG-know Jesus-nim i-ny-jibi-na=jard. Jesus-ERG 3-PST-die-REM.PST=1A.IO
PST	bowern_bardi2012v2.pdf.txt	6621	249	Nyalab i-nga-lamanka-n iindoo-ø here 3-PST-aug-hear-CONT curlew-ABS i-ngi-lirrma-na. 3-PST-call.out-REM.PST.
PST	bowern_bardi2012v2.pdf.txt	6707	250	3-PST-get.up-REM.PST M.-ABS
PST	bowern_bardi2012v2.pdf.txt	6723	250	3-PST-AUG-pick.up-REM.PST=3ADO man-ERG child-ABS
PST	bowern_bardi2012v2.pdf.txt	6727	250	woman-ABS in.the.middle 3-PST-AUG-put-REM.PST=3ADO
PST	bowern_bardi2012v2.pdf.txt	6789	251	3-TR-PST-spear-PST=JUST L.-ERG 3MIN spirit
PST	bowern_bardi2012v2.pdf.txt	6828	252	1-PST-go-REC.PST=3M.IO M.
PST	bowern_bardi2012v2.pdf.txt	6892	254	3-PST-AUG-TR-throw-APPL-PST=3M.IO things-INS
PST	bowern_bardi2012v2.pdf.txt	6934	255	ebb.tide-INS 3-TR-PST-carry-REM.PST with.the.tide
PST	bowern_bardi2012v2.pdf.txt	6950	255	Baal-nga i-ngo-rr-ondi-ni-ng=irr. bark-INS 3-PST-AUG-TR-cover-REM.PST-APPLIC=3A.DO
PST	bowern_bardi2012v2.pdf.txt	6970	255	3-PST-AUG-[TR]-make-CONT-REM.PST=3A.DO
PST	bowern_bardi2012v2.pdf.txt	7038	257	1M.POSS-hand-INS 1-TR-PST-hit-REC.PST
PST	bowern_bardi2012v2.pdf.txt	7056	257	3-PST-AUG-do/say-PST=3M.IO
PST	bowern_bardi2012v2.pdf.txt	7093	258	camp-?? 3-PST-AUG-sit-CONT-PST without ﬁre.
PST	bowern_bardi2012v2.pdf.txt	7144	260	climb=THEN 3-PST-AUG-catch-REM.PST G.
PST	bowern_bardi2012v2.pdf.txt	7276	265	walk 3PST-AUG-catch-REM.PST sleep
PST	bowern_bardi2012v2.pdf.txt	7282	265	3-PST-AUG-do/say-REM.PST water-LOC
PST	bowern_bardi2012v2.pdf.txt	7292	265	there=THUS 1AUG-knowledge 3-PST-AUG-TR-put-REM.PST
PST	bowern_bardi2012v2.pdf.txt	7335	266	enter 3-PST-enter-REM.PST cave-LOC inside.
PST	bowern_bardi2012v2.pdf.txt	7382	267	1-PST-AUG-TR-put-CONT-REM.PST=3A.DO spear-LOC
PST	bowern_bardi2012v2.pdf.txt	7435	267	thieving 3-PST-AUG-TR-grab-PST ﬁre
PST	bowern_bardi2012v2.pdf.txt	7513	269	3-PST-AUG-stay-CONT-REM.PST-APPL bush
PST	bowern_bardi2012v2.pdf.txt	7517	269	place=3A.POSS 3-PST-AUG-stay-CONT-REM.PST-APPL
PST	bowern_bardi2012v2.pdf.txt	7535	269	there 3-PST-be-CONT-REM.PST alone
PST	bowern_bardi2012v2.pdf.txt	7556	270	always 3-PST-AUG-live-CONT-PST one place
PST	bowern_bardi2012v2.pdf.txt	7587	270	3-PST-AUG-see-REM.PST B
PST	bowern_bardi2012v2.pdf.txt	7666	272	drag 3-PST-AUG-carry-PST hill-ALL
PST	bowern_bardi2012v2.pdf.txt	7708	273	3M-PST-crawl-REC.PST child
PST	bowern_bardi2012v2.pdf.txt	7730	273	3-TR-PST-carry-REM.PST
PST	bowern_bardi2012v2.pdf.txt	7750	273	climb 3-PST-climb-REC.PST tree-ALL
PST	bowern_bardi2012v2.pdf.txt	7759	274	climb 3-PST-climb-REC.PST tree-LOC
PST	bowern_bardi2012v2.pdf.txt	7795	274	c. Baarnka ingarramanirr inkoorrngan. Baarnka i-ng-arr-a-ma-n=irr outside 3-PST-AUG-[TR]-put-REM.PST=3A.DO inkoorr-ngan. cold-ALL
PST	bowern_bardi2012v2.pdf.txt	7820	275	3TR-PST-carry-REM.PST club somehow ﬁsh-PURP
PST	bowern_bardi2012v2.pdf.txt	7840	275	again-VERY=STILL 1-TR-PST-visit-REM.PST person
PST	bowern_bardi2012v2.pdf.txt	7864	275	3-PST-enter-CONT-REM.PST reef.hole
PST	bowern_bardi2012v2.pdf.txt	7870	275	3-TR-PST-poke-CONT-REM.PST barb-ERG
PST	bowern_bardi2012v2.pdf.txt	7890	276	3-PST-AUG-[TR]-do/say-REM.PST pandanus.palm-ALL
PST	bowern_bardi2012v2.pdf.txt	7918	276	feeling 3-PST-AUG-[TR]-put-REM.PST
PST	bowern_bardi2012v2.pdf.txt	7959	277	here 1-PST-AUG-TRput-CONT-REM.PST=1A.IO=3A.DO stick
PST	bowern_bardi2012v2.pdf.txt	8025	278	shadow.men 3AUG that.way 3-PST-AUG-TR-see-REM.PST
PST	bowern_bardi2012v2.pdf.txt	8031	278	I.-ABL along.the.shore 3-TR-PST-carry-CONT-REM.PST
PST	bowern_bardi2012v2.pdf.txt	8048	279	there 3-PST-AUG-TR-see-REM.PST G
PST	bowern_bardi2012v2.pdf.txt	8054	279	3-PST-rise-REM.PST cave-ABL ﬁre
PST	bowern_bardi2012v2.pdf.txt	8058	279	3-PST-burn-CONT-REM.PST
PST	bowern_bardi2012v2.pdf.txt	8078	279	(5.123) Ngajana gandoorrman arinyjo booroo darr angarrarna. Ngajana gandoorrman arinyj-o booroo darr 1M.POSS countryman one-ABL place come a-ng-arr-ar-na. 1-PST-AUG-pierce-REM.PST
PST	bowern_bardi2012v2.pdf.txt	8149	281	a. Jalbanygo ngoonjoon ngangimigaljinin. Jalbany-go ngoonjoon early-ABL since nga-ngi-mi-gal=jin=in. 1-PST-look.for-REC.PST=3M.IO=3M.POSS
PST	bowern_bardi2012v2.pdf.txt	8356	285	3A.PST-go-CONT-REM.PST camp-LOC 3M.POSS
PST	bowern_bardi2012v2.pdf.txt	8416	287	3-PST-fun-REM.PST=THEN too.late afternoon-DIR
PST	bowern_bardi2012v2.pdf.txt	8446	287	back-PERL enter 3-PST-AUG-enter-REM.PST sand well soft
PST	bowern_bardi2012v2.pdf.txt	8529	289	3-TR-PST-wander-CONT-REM.PST Sunday.Island-TOP.LOC
PST	bowern_bardi2012v2.pdf.txt	8556	290	people drift.with.tide 3-PST-AUG-TR-give-CONT-REM.PST
PST	bowern_bardi2012v2.pdf.txt	8598	290	3-PST-AUG-step.on-REC.PST snake
PST	bowern_bardi2012v2.pdf.txt	8749	295	FM-COM/DYAD go 3-PST-AUG-do/say-REC.PST away
PST	bowern_bardi2012v2.pdf.txt	8819	298	cut.up-REDUP 3-PST-AUG-TR-catch-CONT-REM.PST 3MIN
PST	bowern_bardi2012v2.pdf.txt	9176	306	3-PST-AUG-TR-make-CONT-REM.PST=3A.DO huts long.ago
PST	bowern_bardi2012v2.pdf.txt	9343	315	others well 3-PST-AUG-sit-REM.PST on.side thirst-ERG
PST	bowern_bardi2012v2.pdf.txt	9431	317	3-TR-PST-cover-REM.PST-APPL 3MIN whole place 3MIN
PST	bowern_bardi2012v2.pdf.txt	9521	319	3-PST-AUG-climb-CONT-REM.PST away
PST	bowern_bardi2012v2.pdf.txt	9535	319	there 3-PST-AUG-see-REM.PST all-ERG
PST	bowern_bardi2012v2.pdf.txt	9552	319	3-TR-PST-spear-REM.PST=3A.IO all-ONLY
PST	bowern_bardi2012v2.pdf.txt	9748	324	paper 3-PST-AUG-TR-poke-REM.PST people-ERG
PST	bowern_bardi2012v2.pdf.txt	9754	324	other-place=PERHAPS come 1-PST-AUG-TR-pierce-REM.PST
PST	bowern_bardi2012v2.pdf.txt	9780	325	bad=very 3-PST-AUG-do.say-REM.PST-APPL
PST	bowern_bardi2012v2.pdf.txt	9790	325	3-PST-AUG-do/say-REM.PST turtle-ALL
PST	bowern_bardi2012v2.pdf.txt	9853	327	sleep 3-PST-AUG-do-CONT-REM.PST one night
PST	bowern_bardi2012v2.pdf.txt	9929	328	(6.45) Ngajana gandoorrman arinyjo booroo darr angarrarna. Ngajana gandoorrman arinyj-o booroo darr 1M.POSS countryman one-ABL place come a-ng-arr-ar-na. 1-PST-AUG-TR-pierce-REM.PST
PST	bowern_bardi2012v2.pdf.txt	10229	337	1M.POSS spear 3TR-PST-hit-REC.PST
PST	bowern_bardi2012v2.pdf.txt	10241	337	child-ERG 3TR-PST-cover-APPL-REC.PST 3-forehead
PST	bowern_bardi2012v2.pdf.txt	10267	337	1MIN-LOC 1MIN-hand 3-PST-fall-REC.PST spider
PST	bowern_bardi2012v2.pdf.txt	10297	337	1MIN-SOURCE paper 3-TR-PST-poke-REM.PST story
PST	bowern_bardi2012v2.pdf.txt	10327	338	walk 3-PST-AUG-TR-catch-REM.PST Ng.
PST	bowern_bardi2012v2.pdf.txt	10335	338	3-PST-AUG-TR-put-REM.PST B.
PST	bowern_bardi2012v2.pdf.txt	10343	338	3-PST-AUG-TR-catch-REM.PST back ﬁg.tree-LOC
PST	bowern_bardi2012v2.pdf.txt	10434	341	a. Irr irrjar barnmiidan ingarrjarralana. Irr irrjar barnmiidan i-ng-arr-jarrala-na. 3AUG three that.way 3-PST-run-REM.PST
PST	bowern_bardi2012v2.pdf.txt	10454	342	Ginyinggi irrjar barni i-ng-oorr-oo-ngoorribi-ni Jimijanyji. 3MIN three around 3-PST-AUG-TR-chase-REM.PST J.
PST	bowern_bardi2012v2.pdf.txt	10470	342	3-PST-AUG-arise-REM.PST
